找到 1 个数据文件

开始处理 ../../data/raw/pubmed_incremental_2026-03-31.json ...
✗ 导入失败 Nociceptor-derived CGRP enhances dermal type I conventional : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060174360c7ba22cbcbef0b3ad5a364f1d5ffd4d534385b', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Melanocyte-specific immune response in a patient with multip: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021584200b9da5c073300d5ca34dd1925c6447bd54605', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Low yield of routine screening for thyroid dysfunction in as: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021586317b2b5c03bac6bf21e84d506fe57bc6f152f41', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Photolichenoid plaques with associated vitiliginous pigmenta: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021588487ae225ab05a40b5f0c6e9f6bb224072fe64dc', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 A pattern of association between clinical form of vitiligo a: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602159021ed0cb3bb69e6925ee006b24386bd194a8e148', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Six decades of vitiligo genetics: genome-wide studies provid: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602159185da7f0512df11701b41b7d5ea6d146b4c5f4a7', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Functional defects of peripheral regulatory T lymphocytes in: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021593423da0b914a891515853fa2b273acf40eb2bdad', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 In vivo vitiligo induction and therapy model: double-blind, : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215951d10e99c4aa4e63adcdd454c0062a23c4953eac', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Treatment of vitiligo: advantages and disadvantages, indicat: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602159680f039f0d1ab0954afd871e23882ebfffcd15a9', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Efficacy of 1-mm minigrafts in treating vitiligo depends on : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602159897f0b4927b1467add37b4c0b9b1f7dd97cdf8b4', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 A single nucleotide polymorphism rs9468925 of MHC region is : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602160062867244b9ca15d3ce81ac5a3ed257d598d85db', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 New insights in segmental vitiligo: case report and review o: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021602644d62fd40b4606d08afe49bd4ea80f05f61479', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 GILT modulates CD4+ T-cell tolerance to the melanocyte diffe: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602160480d1cf14ace2967aad8e4a3eaf61373d9143734', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 HLA alleles and amino-acid signatures of the peptide-binding: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060216075a3d200f5f871f3a651443a446eee558dc1bf60', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Generalized vitiligo and associated autoimmune diseases in J: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602160913c7db71bc4fd3c75db086e58fff6a8d822923d', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Recent progress in the genetics of generalized vitiligo.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060216120919ad815e17f571de59b303c4259686bbcabef', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Vitiligo: a review of the published work.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060216137acee86da855213be76e210d2864f7743c6ce88', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 The effect of 308nm excimer laser on segmental vitiligo: a r: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060216153f29a4d0cd81a043224b6aa94ffec1f6a37d01f', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Repigmentation of vitiligo lesions in a child with celiac di: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021617163f0eaab47c0cb1f91106d2dbf243c4d47575d', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Long-term follow-up and correlated factors of vitiligo follo: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060216188ebdc946f2be2eb9a87f08a675dc2838593f236', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Study on differences and similarities in the concept and ori: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021620400b89ec33789250673272441d2a45e2f950dab', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Vitiligo in adults and children.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060216221657765fc6300cdd4e93f5ef1ddfe5d42dc727d', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 [Induction of occupational leucoderma and vitiligo. Can buty: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060216249bb97882f9c8b353de172669fa142130a544605', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Immunodetection of the MCHR1 antibody in vitiligo patient se: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060216270b5f8b342eb5c19a62647ba431adb4128925cd8', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Laser hair removal in a patient with polycystic ovarian synd: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602162895b348a82794b5725a30214ab58731f436b2757', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 A stimulatory effect of Cassia occidentalis on melanoblast d: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602163059badbe816172dbb331753bd21c11e8fa10e955', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Genome-wide analysis identifies a quantitative trait locus i: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602163245da7f0512df11701b41b7d5ea6d146b4a141df', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Koebner's phenomenon in vitiligo: European position paper.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021634072955853283a14d90985fd352360c0a624465c', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Melanocytes and keratinocytes transfer using sandpaper techn: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602163624b09b8175a46b11eb7384672dbc0d4c323a6b4', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Percutaneous penetration of 5-methoxypsoralen in rhesus monk: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602163789e1bacc68b98f823c2af95ea68bff0aed16f2d', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Noncultured extracted hair follicle outer root sheath cell s: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060216395a3d200f5f871f3a651443a446eee558d93f005', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 The haptenation theory of vitiligo and melanoma rejection: a: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060216412345ac2cd750e626cbfa451e1fd38946f8f749f', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 The presence of non-segmental vitiligo modifies intracellula: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602164282fa50af54af66c5cfb922304bfd59ea28fe73f', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Significant immediate and long-term improvement in quality o: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060216450e542ae8f7c04736102ead861a601340cdbfd7a', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Role of interleukin-17 in the pathogenesis of vitiligo.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060216467919ad815e17f571de59b303c4259686b779b5d', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Epidermal photoprotection: comparative study of narrowband u: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021649077bc3c6c3ecd00462a341a58c24079a76abf22', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Classification of segmental vitiligo on the face: clues for : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021651031edffe5894cf4edd820b8db875d15b8769859', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 [Vitiligo as an aesthetic problem. Noninvasive therapeutic m: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060216531cc0b0814971075dd4ee81ae8c5f2d83bc29c15', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Cutting edge issues in autoimmune gastritis.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060216553b865ac9030da8c2fc4c770840cba58773cff3b', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Dendritic cells: ultrastructural and immunophenotypical chan: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602165751549c1a8259f4ab1e99092b4a0e3682756a0ea', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Down-regulation of Prdx6 contributes to DNA vaccine induced : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060216591a1f159c8749400f11e6b8ebd4b19bd2e9b5fe9', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Dead Sea climatotherapy for vitiligo: a retrospective study : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021661240ca974254f276c8ce8d7de66b4e1ef0f203bb', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Leukoderma punctata following topical PUVAsol treatment.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602166294577c52c8dbdc08ff5e13b330e16e2097e244a', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Leucoderma syphiliticum: a rare expression of the secondary : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602166452fa50af54af66c5cfb922304bfd59ea2eb95d5', 'param': '', 'type': 'Not Found'}}
